Leonardo da Vinci;Michelangelo Buonarroti;Leonardo da Vinci;Isaac Newton;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTnmXXUCuXAxeQ7c8oEvfbEFhmwZpk16OKnc1f62-Ky3pgaLUcG
Wolfgang Amadeus Mozart;Johann Sebastian Bach;Wolfgang Amadeus Mozart;Ludwig van Beethoven;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTmbLnjhbS4Q7ktFkZ8mRgCuxNiasT6AzdLs_KLTPxlppJfdwD4
Franklin D. Roosevelt;Harry S. Truman;Franklin D. Roosevelt;Dwight D. Eisenhower;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsON3EeKa6uilF97geLSb0sT6WmecBfm3L0m2CySorBx7g3Npg
Bill Clinton;George H.W. Bush;Bill Clinton;Ronald Reagan;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQzV8mnrCD1zgsGONJKTyQnewm1F_iIuZaeyjSsykC3AcHKkN03
Indira Gandhi;Jawaharlal Nehru;Indira Gandhi;Mahatma Gandhi;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjg2ix4IIEmWvi1G5Icm9O6jqo5cpl5xAhWJ0vdAmNhpjjbCPH
Pablo Picasso;Salvador Dali;Pablo Picasso;Claude Monet;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQQZmSKreHRHPBb6kiwWMJGb-RnQSIzW4HaEBHAzA0QErwXk2aw
Albert Camus;Jean-Paul Sartre;Albert Camus;Simone de Beauvoir;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTEap0GV_SMLpXFuIg4ZupEFEy9nqJgfrPhNT9L0uaLGif6bkbO
Henry Ford;Thomas Edison;Henry Ford;Steve Jobs;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR0VXElwdRoj9lg1mOTF0AIUHBhHJurCp1NSkVKY0JYcOXBQzYx
Charles Dickens;Jane Austen;Charles Dickens;Charlotte Brontë;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQJg1kKRFDPbAkLZkCLsHCEaKN8ypVDRMaDlfdmYM5Lra-fLV7r
Mao Zedong;Chiang Kai-shek;Mao Zedong;Deng Xiaoping;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRJ4UNaps5jyuuaHIrWWbULih2oozhKlT-Ewy1Vc_afCCNkTjux
John Locke;Socrates;John Locke;Aristotle;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQrH_3u5xQBzcVCipODcS9kusfpvqn2EmoqITEftwD-dyJFGl_H
Marie Antoinette;Napoleon Bonaparte;Marie Antoinette;Louis XVI;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQTB3U1h5ZVwuPuwzP-_v9VgSbNlIlA94HOJL0tHbKkxkfTPWS2
Eleanor Roosevelt;Jackie Kennedy;Eleanor Roosevelt;Queen Elizabeth II;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQN1fVdS0559mIujbGF6fpUlQ9vFbMSa9SdzFhkWO7KxbLjr_LH
Gandhi;Martin Luther King Jr.;Gandhi;Nelson Mandela;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIxFgzGPHD_uZn5aA-RMCwQ8tWRDmk71t6PXwklwlvZ7GxSaqB
Pope John Paul II;Mother Teresa;Pope John Paul II;Dalai Lama;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRsWoU5sRctdtazofACdo5HIwb5rSoCmYja3U5g-5AkRBSUZ_5x
Thomas Jefferson;James Madison;Thomas Jefferson;John Adams;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTUPIh_k4a0cd8feyJMtuPdtGJ8WuccSiGigTsji60oQSbwB2c2
Charlie Chaplin;Buster Keaton;Charlie Chaplin;Laurel and Hardy;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRpSXU3q2_N6nLjPIAFpDCbcqO5QZzdpZHuwkbd2suWDqtv18a2
George Orwell;Aldous Huxley;George Orwell;Ray Bradbury;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRnYkT_gUyIThdga5MyLvgCGLhqeTP33xMIkRZJAlCq3LcLlK2O
Rosa Parks;Harriet Tubman;Rosa Parks;Martin Luther King Jr.;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQs1djcDhE32CJFwHnUQXVjDV0W9YSZHnWsVvac2PEz2Z-5aRIk
John Lennon;Paul McCartney;John Lennon;George Harrison;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQfz2An4Dbvy7qE2wh_UVFYJAn1SDW_7RaMFktrMD1RXOlYxuUU
Winston Churchill;Joseph Stalin;Winston Churchill;Adolf Hitler;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSb1ofaTfEuBm618q95fm4RpegpXnVEaVgeYsgfIsFeWOFDZ9Ld
Malcolm X;Rosa Parks;Malcolm X;Martin Luther King Jr.;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT3Tjdq4zH7-husIIlano1GQK_Oe6lyW6LCxkS7-8Knw-qV-jra
Vladimir Putin;Joseph Stalin;Vladimir Putin;Mikhail Gorbachev;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRiiil18i1Dgghuu-4z8wCIZRnzd_sCtJevCvAEd-2LOyaJFB3e
Jane Austen;Charlotte Brontë;Jane Austen;Emily Brontë;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSi7OL8QjjgG8qQ1t5NVP_dxRvQzjSFqYfdHBWjgvVgj6nLBNVM
Marilyn Monroe;Elvis Presley;Marilyn Monroe;James Dean;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTG7tAOOCOAUmKjKHjNX3Ko2bPKLNDQ2jVihBm4cleTDUK40ruE
George Washington;Thomas Jefferson;George Washington;John Adams;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcThqrOqMKNpGudoB5Qb8U-FFsqUGDceKuK7UewtxntADBCLGk8V
Marie Curie;Marie Antoinette;Marie Curie;Catherine the Great;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT_xaPaxA4q2Nm007c8DhG_iFRQVnLJyFGHB8g6DZl9Ughnz78_
Muhammad Ali;Joe Frazier;Muhammad Ali;Mike Tyson;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR5JvmvoFQsMEFtuIMGIKts6SQ97wJg95rMHWx52ahjpm9UU76M
Mozart;Bach;Mozart;Beethoven;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTmbLnjhbS4Q7ktFkZ8mRgCuxNiasT6AzdLs_KLTPxlppJfdwD4
Elizabeth II;Prince Philip;Elizabeth II;Prince Charles;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTs-1vRsYDcD7iTuGoYeSsbdueOaTCU3qXOhC8Ox2yRbWt6tNRz
Catherine the Great;Elizabeth I;Catherine the Great;Isabella I;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQfh_EwRxE9eHVGFW9bk9VSf49VGgCPofwNIOkALedbDC29PcJj
Che Guevara;Mao Zedong;Che Guevara;Fidel Castro;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQu2hpotPFXl7PAzFK65vLhQ16eD9j06awwqmXbbuobCFB_Ftfo
Charles Darwin;Galileo Galilei;Charles Darwin;Isaac Newton;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRzgWOmAVC7qbn_iBg-Hd21reFb2vHh8o6sXgK5dUsgsu53VsO8
Walt Disney;Steven Spielberg;Walt Disney;George Lucas;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS_8GDgtzGkoTrmsyg5a7gsS_yiziCw89cpQ4OOjujXHYjLUG0A
John F. Kennedy;Robert F. Kennedy;John F. Kennedy;Lyndon B. Johnson;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQiClqpQLiOfEDWdQWe7J7mVIhq3F0qVGaw6sMUM0XAwyrsInF1
Eleanor Roosevelt;Jackie Kennedy;Eleanor Roosevelt;Margaret Thatcher;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQN1fVdS0559mIujbGF6fpUlQ9vFbMSa9SdzFhkWO7KxbLjr_LH
Winston Churchill;Charles de Gaulle;Winston Churchill;Franklin D. Roosevelt;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSb1ofaTfEuBm618q95fm4RpegpXnVEaVgeYsgfIsFeWOFDZ9Ld
Vincent van Gogh;Claude Monet;Vincent van Gogh;Pablo Picasso;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ7d7ASllm8jAxcMy6dan4nvuK-6Iss5xR4itQxWCMxc_41zAsV
Albert Einstein;Stephen Hawking;Albert Einstein;Nikola Tesla;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWwBhZ_ZXUdfW5M_JpXdjALYKQvRCHxpBPPPJ_jEB4iQVNqVZZ
Abraham Lincoln;John F. Kennedy;Abraham Lincoln;Franklin D. Roosevelt;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS5ULQdoAXT86GSrirHo5KFzirhdimvPrFXNHb3t75e3Lz6h_tI
Coco Chanel;Yves Saint Laurent;Coco Chanel;Christian Dior;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSkWezd81Hhi29Hbb0AyaOi-vLGuhiu7lCHb0ISMxtLNuePC6qH
Cleopatra;Mark Antony;Cleopatra;Augustus Caesar;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTPIjHGERXU-qoIQBMFjw_CK6L_QpeIAhOfWorKHTg-hK5ccDFm
Gandhi;Nelson Mandela;Gandhi;Martin Luther King Jr.;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIxFgzGPHD_uZn5aA-RMCwQ8tWRDmk71t6PXwklwlvZ7GxSaqB
Rosa Parks;Malcolm X;Rosa Parks;Martin Luther King Jr.;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQs1djcDhE32CJFwHnUQXVjDV0W9YSZHnWsVvac2PEz2Z-5aRIk
Wolfgang Amadeus Mozart;Ludwig van Beethoven;Wolfgang Amadeus Mozart;Johann Sebastian Bach;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTmbLnjhbS4Q7ktFkZ8mRgCuxNiasT6AzdLs_KLTPxlppJfdwD4
Mother Teresa;Princess Diana;Mother Teresa;Mahatma Gandhi;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRE7tJdkrdgdg3Zls1DfCodChW37FHRYnyV3mnAzWBSkMz6vfic
Martin Luther;John Calvin;Martin Luther;John Knox;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuMsqCyBDlHNpxZlzVmEDIfaNsqmfgqVn32G6aM-BVXtoVKYO0
Pablo Picasso;Salvador Dali;Pablo Picasso;Claude Monet;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQQZmSKreHRHPBb6kiwWMJGb-RnQSIzW4HaEBHAzA0QErwXk2aw
Marie Curie;Marie Antoinette;Marie Curie;Catherine the Great;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT_xaPaxA4q2Nm007c8DhG_iFRQVnLJyFGHB8g6DZl9Ughnz78_
Napoleon Bonaparte;Duke of Wellington;Napoleon Bonaparte;Tsar Alexander I;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSTGtDw-orDSR385zrsbl91Kg19whIDzKopZ4IZl_0BQpXDY5jO
Queen Elizabeth I;Mary Queen of Scots;Queen Elizabeth I;Catherine de' Medici;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQRtMELirNcnipVF6esgrz92z2VqujoN0PY_yxZJVOvW-22GZsc
Susan B. Anthony;Elizabeth Cady Stanton;Susan B. Anthony;Sojourner Truth;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR76hkMdM2zkXN7UULBDqqv-ytvhWSjASSPz-CV7GDZmC8yFGqP
Sigmund Freud;Carl Jung;Sigmund Freud;Albert Einstein;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHxfse9G8ivvUiTNEnEwvzdlVZsTbIhr3v-AAd8ODbjtTLkHsG
John Locke;Thomas Hobbes;John Locke;Voltaire;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQrH_3u5xQBzcVCipODcS9kusfpvqn2EmoqITEftwD-dyJFGl_H
Winston Churchill;Margaret Thatcher;Winston Churchill;Queen Elizabeth II;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSb1ofaTfEuBm618q95fm4RpegpXnVEaVgeYsgfIsFeWOFDZ9Ld
George Orwell;Aldous Huxley;George Orwell;Ray Bradbury;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRnYkT_gUyIThdga5MyLvgCGLhqeTP33xMIkRZJAlCq3LcLlK2O
Leonardo da Vinci;Raphael;Leonardo da Vinci;Michelangelo Buonarroti;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTnmXXUCuXAxeQ7c8oEvfbEFhmwZpk16OKnc1f62-Ky3pgaLUcG
Marlon Brando;Humphrey Bogart;Marlon Brando;James Dean;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRWLCSRYKCTBKcyd_vuiqY6daiXs_zNelC31P8u4OyX1kAbMZo3
Emperor Qin Shi Huang;Sun Tzu;Emperor Qin Shi Huang;Liu Bang;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTbqUYG6kR-RqXxnHslrtijck-3WTXmmKWx3w4XehJiJovB-OjW
John Lennon;Paul McCartney;John Lennon;George Harrison;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQfz2An4Dbvy7qE2wh_UVFYJAn1SDW_7RaMFktrMD1RXOlYxuUU
Malcolm X;Martin Luther King Jr.;Malcolm X;Rosa Parks;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT3Tjdq4zH7-husIIlano1GQK_Oe6lyW6LCxkS7-8Knw-qV-jra
Simone de Beauvoir;Jean-Paul Sartre;Simone de Beauvoir;Albert Camus;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTdIEwBe2S54GGigzGBgqziIDGBwFdiyXt-2Xf-R1teu8Ok-Fim
Fidel Castro;Hugo Chavez;Fidel Castro;Che Guevara;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQXGdQ1dHYSYGklDJo0cnBKDfUeCbEAjxZPh0dKfV1iGY2USEex
Anne Frank;Elie Wiesel;Anne Frank;Oskar Schindler;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTvgRQY0zSUWoe3XvR-249WGH0PUvZFzGD74k7H3cridFlShXKO
William Shakespeare;Christopher Marlowe;William Shakespeare;Ben Jonson;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQWb2EbrwIOQbIdswvoSK7mlHpHLwf9zyHkvwshXQGqhXnBDCXZ
Henry Ford;Elon Musk;Henry Ford;Steve Jobs;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR0VXElwdRoj9lg1mOTF0AIUHBhHJurCp1NSkVKY0JYcOXBQzYx
Che Guevara;Camilo Cienfuegos;Che Guevara;Fidel Castro;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQu2hpotPFXl7PAzFK65vLhQ16eD9j06awwqmXbbuobCFB_Ftfo
Queen Victoria;Prince Albert;Queen Victoria;Prince Philip;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRkKshEI8A3HzFBAEEYrW2Ke8eEQNEUoWZnBX1IzM_1pH_VQHH_
Genghis Khan;Attila the Hun;Genghis Khan;Alexander the Great;https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ-_ojWM2tOoQiVektVyL6FiQUW6KVc_oiKNOriOniju4WSH8im
Nikola Tesla;Thomas Edison;Nikola Tesla;Albert Einstein;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTepczNU-MODx_K7OAMX0q855n30lpKW1iZStLW90cTIYgeJPPZ
Bill Gates;Steve Jobs;Bill Gates;Mark Zuckerberg;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSdAFv1wWhc0SM9XnBguJcBw02L54eAiEAI0D4fulmSSrfj_iBk
Socrates;Plato;Socrates;Aristotle;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIbk37T3e_dSdfm4DVJ3xrYQ2umqTnoxV45KRXFr8a58N2w9G1
Mao Zedong;Deng Xiaoping;Mao Zedong;Chiang Kai-shek;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRJ4UNaps5jyuuaHIrWWbULih2oozhKlT-Ewy1Vc_afCCNkTjux
Leon Trotsky;Joseph Stalin;Leon Trotsky;Vladimir Lenin;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRjbioZ7PBYQLLZOczIL4OrvdFS94LHQ3g-b98LR8v03gFbGaNb
Queen Elizabeth II;Prince Philip;Queen Elizabeth II;Prince Charles;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTs-1vRsYDcD7iTuGoYeSsbdueOaTCU3qXOhC8Ox2yRbWt6tNRz
Marilyn Monroe;Grace Kelly;Marilyn Monroe;Audrey Hepburn;https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTG7tAOOCOAUmKjKHjNX3Ko2bPKLNDQ2jVihBm4cleTDUK40ruE
Eleanor Roosevelt;Margaret Thatcher;Eleanor Roosevelt;Golda Meir;https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQN1fVdS0559mIujbGF6fpUlQ9vFbMSa9SdzFhkWO7KxbLjr_LH
